sheet,row,column,header,raw_value,display_value
角色-女,4159,AT,判定范围,"圆柱(1500,0,1200)","圆柱(1500,0,1200)"
角色-女,4160,B,ID,21,21
角色-女,4160,C,动作,观测闪避-前,观测闪避-前
角色-女,4160,D,备注,"=""第""&ROUNDUP(0.31251135*base!$B$2,0)&""F改变中断优先级""",第19F改变中断优先级
角色-女,4160,E,发生帧,"=ROUNDUP(0.01*base!$B$2,0)",1
角色-女,4160,F,持续帧,"=ROUNDUP(0.35*base!$B$2,0)",21
角色-女,4160,I,无敌启动帧,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4160,J,无敌持续帧,"=ROUNDUP(0.3975818*base!$B$2,0)+ROUNDUP(AF4160*AD4160-AE4160,0)",24
角色-女,4160,N,动作结束帧,"=ROUNDUP(0.33847722*base!$B$2,0)+ROUNDUP(AF4160*AD4160-AE4160,0)",21
角色-女,4160,P,可脱手,×,×
角色-女,4160,Y,受击韧性系数,1,1
角色-女,4160,Z,中断优先级,"7,0","7,0"
角色-女,4160,AA,位置状态,空中,空中
角色-女,4161,C,动作,观测闪避-后,观测闪避-后
角色-女,4161,D,备注,"=""第""&ROUNDUP(0.3168296*base!$B$2,0)&""F改变中断优先级""",第20F改变中断优先级
角色-女,4161,E,发生帧,"=ROUNDUP(0.01*base!$B$2,0)",1
角色-女,4161,F,持续帧,"=ROUNDUP(0.35*base!$B$2,0)",21
角色-女,4161,I,无敌启动帧,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4161,J,无敌持续帧,"=ROUNDUP(0.397582*base!$B$2,0)+ROUNDUP(AF4161*AD4161-AE4161,0)",24
角色-女,4161,L,派生帧,"=ROUNDUP(0.3289827*base!$B$2,0)",20
角色-女,4161,M,派生持续帧,"=INT(0.84584296*base!$B$2)+ROUND(0.84584296*base!$B$2-INT(0.84584296*base!$B$2),0)+(1-0.84584296>=1-0.5/base!$B$2)",51
角色-女,4161,N,动作结束帧,"=ROUNDUP(0.6666667*base!$B$2,0)+ROUNDUP(AF4161*AD4161-AE4161,0)",41
角色-女,4161,P,可脱手,×,×
角色-女,4161,Y,受击韧性系数,1,1
角色-女,4161,Z,中断优先级,"7,0","7,0"
角色-女,4161,AA,位置状态,空中,空中
角色-女,4162,B,ID,22,22
角色-女,4162,C,动作,观测极限闪避-前,观测极限闪避-前
角色-女,4162,D,备注,"=""第""&ROUNDUP(0.3*base!$B$2,0)&""F改变中断优先级""",第18F改变中断优先级
角色-女,4162,I,无敌启动帧,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4162,J,无敌持续帧,"=ROUNDUP(0.5*base!$B$2,0)+ROUNDUP(AF4162*AD4162-AE4162,0)",59
角色-女,4162,L,派生帧,"=ROUNDUP(0.3189134*base!$B$2,0)",20
角色-女,4162,M,派生持续帧,"=INT(0.38546985*base!$B$2)+ROUND(0.38546985*base!$B$2-INT(0.38546985*base!$B$2),0)+(1-0.38546985>=1-0.5/base!$B$2)",23
角色-女,4162,N,动作结束帧,"=ROUNDUP(0.33333334*base!$B$2,0)+ROUNDUP(AF4162*AD4162-AE4162,0)",50
角色-女,4162,P,可脱手,√,√
角色-女,4162,U,协奏回收,10,10
角色-女,4162,Y,受击韧性系数,0.178,0.178
角色-女,4162,Z,中断优先级,"8,2","8,2"
角色-女,4162,AA,位置状态,空中,空中
角色-女,4162,AC,时间膨胀类型,极限闪避顿帧,极限闪避顿帧
角色-女,4162,AD,自膨胀系数,0.6,0.6
角色-女,4162,AE,膨胀发生,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4162,AF,膨胀持续,"=IF(base!$B$4=FALSE,ROUNDUP(ROUNDUP(0.5*base!$B$2,0)/AD4162,0),0)",50
角色-女,4162,AG,敌膨胀系数,"=IF(base!$B$3=FALSE,0.4,1)",0.4
角色-女,4162,AH,膨胀发生,=AE4162,1
角色-女,4162,AI,膨胀持续,"=IF(base!$B$3=FALSE,ROUNDUP(1.1*base!$B$2,0),0)",66
角色-女,4163,C,动作,观测极限闪避-后,观测极限闪避-后
角色-女,4163,D,备注,"=""第""&ROUNDUP(0.37347046*base!$B$2,0)&""F改变中断优先级""",第23F改变中断优先级
角色-女,4163,I,无敌启动帧,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4163,J,无敌持续帧,"=ROUNDUP(0.5*base!$B$2,0)+ROUNDUP(AF4163*AD4163-AE4163,0)",59
角色-女,4163,L,派生帧,"=ROUNDUP(0.37266383*base!$B$2,0)",23
角色-女,4163,M,派生持续帧,"=INT(0.46431556*base!$B$2)+ROUND(0.46431556*base!$B$2-INT(0.46431556*base!$B$2),0)+(1-0.46431556>=1-0.5/base!$B$2)",28
角色-女,4163,N,动作结束帧,"=ROUNDUP(0.6784568*base!$B$2,0)+ROUNDUP(AF4163*AD4163-AE4163,0)",70
角色-女,4163,P,可脱手,√,√
角色-女,4163,U,协奏回收,10,10
角色-女,4163,Y,受击韧性系数,0.178,0.178
角色-女,4163,Z,中断优先级,"8,2","8,2"
角色-女,4163,AA,位置状态,空中,空中
角色-女,4163,AC,时间膨胀类型,极限闪避顿帧,极限闪避顿帧
角色-女,4163,AD,自膨胀系数,0.6,0.6
角色-女,4163,AE,膨胀发生,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4163,AF,膨胀持续,"=IF(base!$B$4=FALSE,ROUNDUP(ROUNDUP(0.5*base!$B$2,0)/AD4163,0),0)",50
角色-女,4163,AG,敌膨胀系数,"=IF(base!$B$3=FALSE,0.4,1)",0.4
角色-女,4163,AH,膨胀发生,"=ROUNDUP(0*base!$B$2,0)+1",1
角色-女,4163,AI,膨胀持续,"=IF(base!$B$3=FALSE,ROUNDUP(1.1*base!$B$2,0),0)",66
角色-女,4164,B,ID,23,23
角色-女,4164,C,动作,特殊状态,特殊状态
角色-女,4164,D,备注,"特殊能量：
静质量能=相对动能，上限100点

观测状态：
·施放强化重击、QTE后获得30秒观测状态；
·期间不可恢复耐力
·状态持续时间自然结束时，清空特殊能量
·钩锁、翱翔、使用载具、处于地面状态、处于后台、施放空中攻击下落时，移除该状态。

干涉标记：
·持有观测标记的偏移状态目标受到谐度破坏伤害时，获得8/20秒干涉标记。
·莫宁自身共鸣效率大于100%的部分，每1%使持有干涉标记的目标受到攻击造成的伤害加成+0.25%，至多40%。

被动1：
施放QTE、观测A3后，获得20点协奏能量

延奏：
被下一角色触发延奏后，全队获得0类通用伤害加深25%","特殊能量：
静质量能=相对动能，上限100点

观测状态：
·施放强化重击、QTE后获得30秒观测状态；
·期间不可恢复耐力
·状态持续时间自然结束时，清空特殊能量
·钩锁、翱翔、使用载具、处于地面状态、处于后台、施放空中攻击下落时，移除该状态。

干涉标记：
·持有观测标记的偏移状态目标受到谐度破坏伤害时，获得8/20秒干涉标记。
·莫宁自身共鸣效率大于100%的部分，每1%使持有干涉标记的目标受到攻击造成的伤害加成+0.25%，至多40%。

被动1：
施放QTE、观测A3后，获得20点协奏能量

延奏：
被下一角色触发延奏后，全队获得0类通用伤害加深25%"
角色-女,4181,B,ID,24,24
角色-女,4181,C,动作,共鸣模态·莫宁,共鸣模态·莫宁
角色-女,4181,D,备注,"谐度破坏·解耦：
·监听全队对不处于莫宁震谐响应冷却的目标赋予震谐干涉，触发后生成震谐响应；
·造成的伤害最终提升0.12%×谐度破坏增幅×目标集谐干涉层数
·常驻获得1层【集谐干涉上限】","谐度破坏·解耦：
·监听全队对不处于莫宁震谐响应冷却的目标赋予震谐干涉，触发后生成震谐响应；
·造成的伤害最终提升0.12%×谐度破坏增幅×目标集谐干涉层数
·常驻获得1层【集谐干涉上限】"
角色-女,4185,B,ID,25,25
角色-女,4185,C,动作,震谐响应,震谐响应
角色-女,4185,D,备注,仅命中震谐干涉目标，命中后赋予目标8秒【莫宁震谐响应冷却】,仅命中震谐干涉目标，命中后赋予目标8秒【莫宁震谐响应冷却】
角色-女,4185,F,持续帧,"=INT(1*base!$B$2)+ROUND(1*base!$B$2-INT(1*base!$B$2),0)+(1-1>=1-0.5/base!$B$2)",60
角色-女,4185,O,可弹刀,×,×
角色-女,4185,P,可脱手,×,×
角色-女,4185,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E1AA80>,0
角色-女,4185,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E1AA50>,0
角色-女,4185,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E1AA20>,0
角色-女,4185,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E1A9F0>,0
角色-女,4185,Y,受击韧性系数,1,1
角色-女,4185,Z,中断优先级,0,0
角色-女,4185,AA,位置状态,地面,地面
角色-女,4185,AM,命中类型,目标,目标
角色-女,4185,AN,位置基准,目标,目标
角色-女,4185,AR,位置基准偏移,"(0,0,300)","(0,0,300)"
角色-女,4185,AT,判定范围,"圆柱(1000,0,500)","圆柱(1000,0,500)"
角色-女,4189,A,名称,西格莉卡,西格莉卡
角色-女,4189,B,ID,1,1
角色-女,4189,C,动作,A1,A1
角色-女,4189,E,发生帧,"=ROUND(0.23304217*base!$B$2+(0.23304217*base!$B$2<=base!$C$2),0)",14
角色-女,4189,F,持续帧,"=ROUND(0.1*base!$B$2+(0.1*base!$B$2<=base!$C$2),0)",6
角色-女,4189,G,顿帧-自,"=MAX(CEILING($AF4189*(1-$AD4189),1)-INT(base!$B$3<>TRUE),0)",1
角色-女,4189,H,顿帧-敌,"=MAX(CEILING($AI4189*(1-$AG4189),1)-INT(base!$B$3<>TRUE),0)",1
角色-女,4189,L,派生帧,"=ROUND(0.33328092*base!$B$2+(0.33328092*base!$B$2<=base!$C$2),0)",20
角色-女,4189,M,派生持续帧,"=ROUND(0.7341033*base!$B$2+(0.7341033*base!$B$2<=base!$C$2),0)",44
角色-女,4189,N,动作结束帧,"=ROUND(0.53323317*base!$B$2+(0.53323317*base!$B$2<=base!$C$2),0)",32
角色-女,4189,O,可弹刀,√,√
角色-女,4189,P,可脱手,×,×
角色-女,4189,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E544D0>,33.3
角色-女,4189,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E54500>,26.64
角色-女,4189,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E54530>,0.84
角色-女,4189,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E54560>,1.67
角色-女,4189,Y,受击韧性系数,0.75,0.75
角色-女,4189,Z,中断优先级,2,2
角色-女,4189,AA,位置状态,地面,地面
角色-女,4189,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4189,AD,自膨胀系数,0.01,0.01
角色-女,4189,AF,膨胀持续,"=ROUND(0.033*base!$B$2+(0.033*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",2
角色-女,4189,AG,敌膨胀系数,0.01,0.01
角色-女,4189,AI,膨胀持续,"=ROUND(0.033*base!$B$2+(0.033*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",2
角色-女,4189,AM,命中类型,目标,目标
角色-女,4189,AN,位置基准,西格莉卡,西格莉卡
角色-女,4189,AR,位置基准偏移,"(150,50,80)","(150,50,80)"
角色-女,4189,AS,中心位置偏移,"(-50,-10,10)","(-50,-10,10)"
角色-女,4189,AT,判定范围,"矩形(130,200,120)","矩形(130,200,120)"
角色-女,4190,B,ID,2,2
角色-女,4190,C,动作,A2-1,A2-1
角色-女,4190,E,发生帧,"=ROUND(0.30031776*base!$B$2+(0.30031776*base!$B$2<=base!$C$2),0)",18
角色-女,4190,F,持续帧,"=ROUND(0.1*base!$B$2+(0.1*base!$B$2<=base!$C$2),0)",6
角色-女,4190,G,顿帧-自,"=MAX(CEILING($AF4190*(1-$AD4190),1)-INT(base!$B$3<>TRUE),0)",1
角色-女,4190,H,顿帧-敌,"=MAX(CEILING($AI4190*(1-$AG4190),1)-INT(base!$B$3<>TRUE),0)",1
角色-女,4190,O,可弹刀,√,√
角色-女,4190,P,可脱手,×,×
角色-女,4190,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E2D760>,31.65
角色-女,4190,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E18C50>,25.32
角色-女,4190,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E18C80>,0.8
角色-女,4190,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E18CB0>,1.59
角色-女,4190,Y,受击韧性系数,0.5625,0.5625
角色-女,4190,Z,中断优先级,2,2
角色-女,4190,AA,位置状态,地面,地面
角色-女,4190,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4190,AD,自膨胀系数,0.01,0.01
角色-女,4190,AF,膨胀持续,"=ROUND(0.033*base!$B$2+(0.033*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",2
角色-女,4190,AG,敌膨胀系数,0.01,0.01
角色-女,4190,AI,膨胀持续,"=ROUND(0.033*base!$B$2+(0.033*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",2
角色-女,4190,AM,命中类型,目标,目标
角色-女,4190,AN,位置基准,西格莉卡,西格莉卡
角色-女,4190,AR,位置基准偏移,"(120,40,70)","(120,40,70)"
角色-女,4190,AS,中心位置偏移,"(0,-40,40)","(0,-40,40)"
角色-女,4190,AT,判定范围,"矩形(150,200,120)","矩形(150,200,120)"
角色-女,4191,C,动作,A2-2,A2-2
角色-女,4191,E,发生帧,"=ROUND(0.46669495*base!$B$2+(0.46669495*base!$B$2<=base!$C$2),0)",28
角色-女,4191,F,持续帧,"=ROUND(0.15*base!$B$2+(0.15*base!$B$2<=base!$C$2),0)",9
角色-女,4191,G,顿帧-自,"=MAX(CEILING($AF4191*(1-$AD4191),1)-INT(base!$B$3<>TRUE),0)",3
角色-女,4191,H,顿帧-敌,"=MAX(CEILING($AI4191*(1-$AG4191),1)-INT(base!$B$3<>TRUE),0)",3
角色-女,4191,L,派生帧,"=ROUND(0.59999996*base!$B$2+(0.59999996*base!$B$2<=base!$C$2),0)",36
角色-女,4191,M,派生持续帧,"=ROUND(1.2332891*base!$B$2+(1.2332891*base!$B$2<=base!$C$2),0)",74
角色-女,4191,N,动作结束帧,"=ROUND(0.83333325*base!$B$2+(0.83333325*base!$B$2<=base!$C$2),0)",50
角色-女,4191,O,可弹刀,√,√
角色-女,4191,P,可脱手,×,×
角色-女,4191,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFF980>,31.65
角色-女,4191,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFF9B0>,25.32
角色-女,4191,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFF9E0>,0.8
角色-女,4191,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFFA10>,1.59
角色-女,4191,Z,中断优先级,2,2
角色-女,4191,AA,位置状态,地面,地面
角色-女,4191,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4191,AD,自膨胀系数,0.01,0.01
角色-女,4191,AF,膨胀持续,"=ROUND(0.066*base!$B$2+(0.066*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",4
角色-女,4191,AG,敌膨胀系数,0.1,0.1
角色-女,4191,AI,膨胀持续,"=ROUND(0.066*base!$B$2+(0.066*base!$B$2<=base!$C$2),0)*(base!$B$3<>TRUE)",4
角色-女,4191,AM,命中类型,目标,目标
角色-女,4191,AN,位置基准,西格莉卡,西格莉卡
角色-女,4191,AR,位置基准偏移,"(0,0,90)","(0,0,90)"
角色-女,4191,AS,中心位置偏移,"(0,0,30)","(0,0,30)"
角色-女,4191,AT,判定范围,"矩形(250,200,100)","矩形(250,200,100)"
角色-女,4192,B,ID,3,3
角色-女,4192,C,动作,A3-1,A3-1
角色-女,4192,E,发生帧,"=ROUND(0.13360873*base!$B$2+(0.13360873*base!$B$2<=base!$C$2),0)",8
角色-女,4192,F,持续帧,"=ROUND(0.1*base!$B$2+(0.1*base!$B$2<=base!$C$2),0)",6
角色-女,4192,O,可弹刀,√,√
角色-女,4192,P,可脱手,×,×
角色-女,4192,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFE6F0>,21
角色-女,4192,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFE720>,16.8
角色-女,4192,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFE750>,0.53
角色-女,4192,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFE780>,1.05
角色-女,4192,Y,受击韧性系数,0.5625,0.5625
角色-女,4192,Z,中断优先级,2,2
角色-女,4192,AA,位置状态,地面,地面
角色-女,4192,AM,命中类型,目标,目标
角色-女,4192,AN,位置基准,西格莉卡,西格莉卡
角色-女,4192,AR,位置基准偏移,"(0,0,100)","(0,0,100)"
角色-女,4192,AS,中心位置偏移,"(600,0,0)","(600,0,0)"
角色-女,4192,AT,判定范围,"矩形(650,200,120)","矩形(650,200,120)"
角色-女,4193,C,动作,A3-2,A3-2
角色-女,4193,E,发生帧,"=ROUND(0.26650953*base!$B$2+(0.26650953*base!$B$2<=base!$C$2),0)",16
角色-女,4193,F,持续帧,"=ROUND(0.1*base!$B$2+(0.1*base!$B$2<=base!$C$2),0)",6
角色-女,4193,O,可弹刀,√,√
角色-女,4193,P,可脱手,×,×
角色-女,4193,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFD5E0>,21
角色-女,4193,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFD610>,16.8
角色-女,4193,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFD670>,0.53
角色-女,4193,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFD6A0>,1.05
角色-女,4193,Z,中断优先级,2,2
角色-女,4193,AA,位置状态,地面,地面
角色-女,4193,AM,命中类型,目标,目标
角色-女,4193,AN,位置基准,西格莉卡,西格莉卡
角色-女,4193,AR,位置基准偏移,"(0,0,100)","(0,0,100)"
角色-女,4193,AS,中心位置偏移,"(600,0,0)","(600,0,0)"
角色-女,4193,AT,判定范围,"矩形(650,200,120)","矩形(650,200,120)"
角色-女,4194,C,动作,A3-3,A3-3
角色-女,4194,E,发生帧,"=ROUND(0.5666667*base!$B$2+(0.5666667*base!$B$2<=base!$C$2),0)",34
角色-女,4194,F,持续帧,"=ROUND(0.2*base!$B$2+(0.2*base!$B$2<=base!$C$2),0)",12
角色-女,4194,L,派生帧,"=ROUND(0.73333335*base!$B$2+(0.73333335*base!$B$2<=base!$C$2),0)",44
角色-女,4194,M,派生持续帧,"=ROUND(2.4651272*base!$B$2+(2.4651272*base!$B$2<=base!$C$2),0)",148
角色-女,4194,N,动作结束帧,"=ROUND(3.2001412*base!$B$2+(3.2001412*base!$B$2<=base!$C$2),0)",192
角色-女,4194,O,可弹刀,√,√
角色-女,4194,P,可脱手,×,×
角色-女,4194,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFC9E0>,28
角色-女,4194,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFC9B0>,22.4
角色-女,4194,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFC8F0>,0.7
角色-女,4194,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0DFC8C0>,1.4
角色-女,4194,Z,中断优先级,2,2
角色-女,4194,AA,位置状态,地面,地面
角色-女,4194,AM,命中类型,目标,目标
角色-女,4194,AN,位置基准,西格莉卡,西格莉卡
角色-女,4194,AR,位置基准偏移,"(0,-100,155)","(0,-100,155)"
角色-女,4194,AS,中心位置偏移,"(700,50,0)","(700,50,0)"
角色-女,4194,AT,判定范围,"矩形(750,370,175)","矩形(750,370,175)"
角色-女,4195,B,ID,4,4
角色-女,4195,C,动作,A3-1D,A3-1D
角色-女,4195,D,备注,常态地面闪避反击,常态地面闪避反击
角色-女,4195,E,发生帧,"=ROUND(0.13360873*base!$B$2+(0.13360873*base!$B$2<=base!$C$2),0)",8
角色-女,4195,F,持续帧,"=ROUND(0.1*base!$B$2+(0.1*base!$B$2<=base!$C$2),0)",6
角色-女,4195,I,无敌启动帧,"=ROUND(0*base!$B$2+(0*base!$B$2<=base!$C$2),0)",1
角色-女,4195,J,无敌持续帧,"=ROUND(0.70000005*base!$B$2+(0.70000005*base!$B$2<=base!$C$2),0)",42
角色-女,4195,K,优先级改变,"=ROUND(0*base!$B$2+(0*base!$B$2<=base!$C$2),0)",1
角色-女,4195,O,可弹刀,√,√
角色-女,4195,P,可脱手,×,×
角色-女,4195,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E2CBF0>,45
角色-女,4195,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E2CC20>,30.08
角色-女,4195,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E2CC50>,0.98
角色-女,4195,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0E2CC80>,1.95
角色-女,4195,Y,受击韧性系数,0.178,0.178
角色-女,4195,Z,中断优先级,"8,2","8,2"
角色-女,4195,AA,位置状态,地面,地面
角色-女,4195,AM,命中类型,目标,目标
角色-女,4195,AN,位置基准,西格莉卡,西格莉卡
角色-女,4195,AR,位置基准偏移,"(0,0,100)","(0,0,100)"
角色-女,4195,AS,中心位置偏移,"(600,0,0)","(600,0,0)"
角色-女,4195,AT,判定范围,"矩形(650,200,120)","矩形(650,200,120)"
角色技能类型,2629,A,角色,大招-C5伤害,大招-C5伤害
角色技能类型,2629,B,等级,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DA8D0>,衍射
角色技能类型,2629,C,共鸣链,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DA900>,伤害
角色技能类型,2629,D,技能,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DA960>,共鸣解放
角色技能类型,2629,E,被动,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DA9C0>,共鸣解放伤害
角色技能类型,2629,G,攻击,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DA9F0>,0
角色技能类型,2629,H,防御,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAA20>,攻击
角色技能类型,2629,I,大招能量,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAAB0>,1.4871
角色技能类型,2629,J,"=INDEX(base!EZ$56:EZ$1025,MATCH($A2,base!$EM$56:$EM$1025,0),1)",<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAAE0>,0
角色技能类型,2629,K,"=INDEX(base!FA$56:FA$1025,MATCH($A2,base!$EM$56:$EM$1025,0),1)",<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAB10>,0
角色技能类型,2629,L,"=INDEX(base!FB$56:FB$1025,MATCH($A2,base!$EM$56:$EM$1025,0),1)",<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAB70>,0
角色技能类型,2629,M,"=INDEX(base!FC$56:FC$1025,MATCH($A2,base!$EM$56:$EM$1025,0),1)",<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DABD0>,0
角色技能类型,2629,N,"=INDEX(base!FD$56:FD$1025,MATCH($A2,base!$EM$56:$EM$1025,0),1)",<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAC30>,0
角色技能类型,2629,O,谐破增幅,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAC60>,0
角色技能类型,2629,P,参数说明,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAC90>,0
角色技能类型,2629,Q,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DACF0>,1
角色技能类型,2629,R,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAD50>,40
角色技能类型,2629,S,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DADB0>,48
角色技能类型,2629,T,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DADE0>,-
角色技能类型,2629,U,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAE10>,-
角色技能类型,2629,V,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAEA0>,-
角色技能类型,2629,W,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAED0>,-
角色技能类型,2629,X,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAF00>,-
角色技能类型,2629,Y,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAF90>,-
角色技能类型,2629,Z,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DAFC0>,-
角色技能类型,2629,AA,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DB080>,-
角色技能类型,2629,AB,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DB0B0>,-
角色技能类型,2629,AC,,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F50DB110>,-
